102 ; -80.0 ; 16.666666666666664 ; 5.882352941176472
103 ; -78.0 ; 17.47572815533981 ; 11.111111111111116
104 ; -77.0 ; 18.26923076923077 ; 15.789473684210531
105 ; -75.0 ; 19.047619047619047 ; 19.999999999999996
106 ; -75.0 ; 19.811320754716977 ; 23.809523809523814
107 ; -75.0 ; 20.560747663551403 ; 27.27272727272727
108 ; -76.0 ; 21.29629629629629 ; 30.434782608695656
109 ; -75.0 ; 22.018348623853214 ; 33.333333333333336
110 ; -78.0 ; 22.72727272727273 ; 36.0
111 ; -78.0 ; 23.42342342342343 ; 38.46153846153846
112 ; -77.0 ; 24.10714285714286 ; 40.74074074074075
113 ; -77.0 ; 24.77876106194691 ; 42.85714285714286
114 ; -76.0 ; 25.438596491228072 ; 44.827586206896555
115 ; -78.0 ; 26.086956521739136 ; 46.666666666666664
118 ; -83.0 ; 26.271186440677962 ; 48.38709677419355
119 ; -82.0 ; 26.890756302521012 ; 50.0
120 ; -80.0 ; 27.500000000000004 ; 51.515151515151516
141 ; -81.0 ; 24.822695035460995 ; 51.42857142857142
142 ; -81.0 ; 25.352112676056336 ; 52.77777777777778
143 ; -81.0 ; 25.874125874125873 ; 54.054054054054056
144 ; -79.0 ; 26.388888888888886 ; 55.263157894736835
145 ; -78.0 ; 26.89655172413793 ; 56.41025641025641
146 ; -78.0 ; 27.397260273972602 ; 57.49999999999999
147 ; -81.0 ; 27.89115646258503 ; 58.53658536585367
148 ; -80.0 ; 28.37837837837838 ; 59.523809523809526
156 ; -80.0 ; 27.564102564102566 ; 60.46511627906976
159 ; -81.0 ; 27.672955974842772 ; 61.36363636363637
190 ; -81.0 ; 25.789473684210527 ; 57.14285714285714
202 ; -80.0 ; 26.237623762376238 ; 54.71698113207547
203 ; -81.0 ; 26.60098522167488 ; 55.55555555555556
204 ; -80.0 ; 26.960784313725494 ; 56.363636363636374
208 ; -81.0 ; 26.923076923076927 ; 57.14285714285714
212 ; -81.0 ; 26.88679245283019 ; 57.89473684210527
213 ; -81.0 ; 27.23004694835681 ; 58.62068965517242
225 ; -83.0 ; 26.222222222222225 ; 59.32203389830508
